
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '145.8028', 'CMB': 'N', 'VNODE': '20', 'MSG': 'DATA', 'RNODE': '80', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.439', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.456', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:06:01 PM', 'LAT': '45.20637', 'ALT': '977', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '81.32020', 'CMB': 'N', 'VNODE': '39', 'MSG': 'DATA', 'RNODE': '61', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.45', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.456', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:05:47 PM', 'LAT': '54.45361', 'ALT': '885', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '162.4723', 'CMB': 'N', 'VNODE': '19', 'MSG': 'DATA', 'RNODE': '81', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.436', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.456', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:05:52 PM', 'LAT': '40.21630', 'ALT': '565', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '34.09803', 'CMB': 'N', 'VNODE': '96', 'MSG': 'DATA', 'RNODE': '4', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.442', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.457', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:05:58 PM', 'LAT': '69.77866', 'ALT': '761', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '133.4070', 'CMB': 'N', 'VNODE': '29', 'MSG': 'DATA', 'RNODE': '71', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.45', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.456', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:06:03 PM', 'LAT': '6.581135', 'ALT': '103', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '151.9477', 'CMB': 'N', 'VNODE': '97', 'MSG': 'DATA', 'RNODE': '3', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.451', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.452', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:06:09 PM', 'LAT': '9.663732', 'ALT': '681', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '124.6695', 'CMB': 'N', 'VNODE': '34', 'MSG': 'DATA', 'RNODE': '66', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.439', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.452', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:06:15 PM', 'LAT': '55.63832', 'ALT': '92.', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '140.4023', 'CMB': 'N', 'VNODE': '13', 'MSG': 'DATA', 'RNODE': '87', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.442', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.451', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:06:21 PM', 'LAT': '61.37683', 'ALT': '203', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '52.50818', 'CMB': 'N', 'VNODE': '58', 'MSG': 'DATA', 'RNODE': '42', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.433', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.45', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:06:27 PM', 'LAT': '24.91525', 'ALT': '805', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '128.9571', 'CMB': 'N', 'VNODE': '27', 'MSG': 'DATA', 'RNODE': '73', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.439', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.456', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:06:33 PM', 'LAT': '18.03405', 'ALT': '158', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '64.86108', 'CMB': 'N', 'VNODE': '74', 'MSG': 'DATA', 'RNODE': '26', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.44', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.454', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:06:40 PM', 'LAT': '31.50309', 'ALT': '896', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '124.3899', 'CMB': 'N', 'VNODE': '36', 'MSG': 'DATA', 'RNODE': '64', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.445', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.451', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:06:47 PM', 'LAT': '0.613555', 'ALT': '864', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '31.47912', 'CMB': 'N', 'VNODE': '52', 'MSG': 'DATA', 'RNODE': '48', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.433', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.454', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:06:55 PM', 'LAT': '78.98133', 'ALT': '292', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '112.7843', 'CMB': 'N', 'VNODE': '91', 'MSG': 'DATA', 'RNODE': '9', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.457', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.451', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:07:02 PM', 'LAT': '83.09950', 'ALT': '199', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '148.1471', 'CMB': 'N', 'VNODE': '35', 'MSG': 'DATA', 'RNODE': '65', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.451', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.456', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:07:09 PM', 'LAT': '79.36186', 'ALT': '69.', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '176.9673', 'CMB': 'N', 'VNODE': '29', 'MSG': 'DATA', 'RNODE': '71', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.454', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.451', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:07:20 PM', 'LAT': '17.36293', 'ALT': '865', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '43.26923', 'CMB': 'N', 'VNODE': '41', 'MSG': 'DATA', 'RNODE': '59', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.438', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.452', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:07:27 PM', 'LAT': '12.45866', 'ALT': '417', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '80.21858', 'CMB': 'N', 'VNODE': '77', 'MSG': 'DATA', 'RNODE': '23', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.442', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'O', 'FDIST': '1.451', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:07:32 PM', 'LAT': '16.89884', 'ALT': '284', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '6.000867', 'CMB': 'N', 'VNODE': '28', 'MSG': 'DATA', 'RNODE': '72', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.444', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.45', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:05:08 PM', 'LAT': '40.19308', 'ALT': '191', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '178.0021', 'CMB': 'N', 'VNODE': '31', 'MSG': 'DATA', 'RNODE': '69', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.436', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.45', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:05:13 PM', 'LAT': '18.78093', 'ALT': '244', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '71.76005', 'CMB': 'N', 'VNODE': '33', 'MSG': 'DATA', 'RNODE': '67', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.451', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.454', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:05:15 PM', 'LAT': '18.06580', 'ALT': '714', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '71.76005', 'CMB': 'N', 'VNODE': '33', 'MSG': 'DATA', 'RNODE': '67', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.451', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.454', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:05:15 PM', 'LAT': '18.06580', 'ALT': '714', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '60.17194', 'CMB': 'N', 'VNODE': '13', 'MSG': 'DATA', 'RNODE': '87', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.433', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.451', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:05:38 PM', 'LAT': '71.73365', 'ALT': '595', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '116.8351', 'CMB': 'N', 'VNODE': '98', 'MSG': 'DATA', 'RNODE': '2', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.448', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.45', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:05:46 PM', 'LAT': '80.90905', 'ALT': '17.', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '167.2193', 'CMB': 'N', 'VNODE': '88', 'MSG': 'DATA', 'RNODE': '12', 'DATE': '2017-Apr-20', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.44', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.451', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '03:05:57 PM', 'LAT': '44.54962', 'ALT': '480', 'INDI': 'N', 'ROLL': 1}
